Isolate ID,Realm,Phylum,Class,Order,Family,Genus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source
VMR1027594,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Ganiavirus,Ganiavirus fuyunense,ICTV202318029,E,Fùyùn tick virus 1,FTV1,FY19-2,OP313018,Partial genome (non-compliant),ssRNA(-),invertebrates
VMR1010520,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Ganiavirus,Ganiavirus tachengense,ICTV20151181,E,Tǎchéng tick virus 6,TcTV6,TCRP-2,KM817641,Coding-complete genome,ssRNA(-),invertebrates
VMR1010521,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Hemipvirus,Hemipvirus scuti,ICTV202214196,E,Hángzhou Eysarcoris guttigerus lispivirus 1,HzEGLV1,EXCFY90561,MZ209652,Coding-complete genome,ssRNA(-),invertebrates
VMR1010522,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Hemipvirus,Hemipvirus veri,ICTV202214197,E,Hángzhou Cletus punctiger lispivirus 1,HzCPLV1,DJCFY60,MZ209674,Coding-complete genome,ssRNA(-),invertebrates
VMR1010523,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Leocovirus,Leocovirus coleopteris,ICTV20186266,E,Húběi rhabdo-like virus 3,HbRLV3,QCM135517,KX884417,Coding-complete genome,ssRNA(-),invertebrates
VMR1010524,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Nematovirus,Nematovirus wuchangense,ICTV20186267,E,Wǔchāng romanomermis nematode virus 2,WcRNV2,WCLSXC55347,KX884441,Coding-complete genome,ssRNA(-),invertebrates
VMR1010525,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Phelinovirus,Phelinovirus aphidis,ICTV202113369,E,hymenopteran arli-related virus OKIAV99,HARV99,,MW288203,Coding-complete genome,ssRNA(-),invertebrates
VMR1010526,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Rivapovirus,Rivapovirus aleyrodidae,ICTV202112218,E,hemipteran arli-related virus OKIAV94,HARV94,,MT153547,Coding-complete genome,ssRNA(-),invertebrates
VMR1028281,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Robevirus,Robevirus hanzense,ICTV202420357,E,Hángzhou lispivirus 1,HLPV1,QCYXFY8,MZ209712,Coding-complete genome,ssRNA(-),invertebrates
VMR1030563,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Robevirus,Robevirus illinense,ICTV202522157,E,Empoasca fabae lispivirus 1,EFLV1,IL2020,PP946284,Coding-complete genome,ssRNA(-),invertebrates
VMR1010527,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Sanstrivirus,Sanstrivirus gerridis,ICTV20151179,E,Sānxiá water strider virus 4,SxWSV4,SXSSP12,KM817633,Coding-complete genome,ssRNA(-),invertebrates
VMR1010528,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Stylovirus,Stylovirus niederense,ICTV202113363,E,strepsipteran arli-related virus OKIAV104,SARV104,,MT153499,Coding-complete genome,ssRNA(-),invertebrates
VMR1010529,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Supelovirus,Supelovirus thailandense,ICTV202113361,E,blattodean arli-related virus OKIAV102,BARV102,,MT153457,Coding-complete genome,ssRNA(-),invertebrates
VMR1010530,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Synelinevirus,Synelinevirus bonnense,ICTV202112216,E,hymenopteran arli-related virus OKIAV98,HARV98,,MW288166,Coding-complete genome,ssRNA(-),invertebrates
VMR1010531,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Synelinevirus,Synelinevirus paranaense,ICTV202113373,E,Linepithema humile rhabdo-like virus 1,LhuRLV1,11CAT06,MH213246,Coding-complete genome,ssRNA(-),invertebrates
VMR1010532,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Usmuvirus,Usmuvirus newyorkense,ICTV202112222,E,Amsterdam virus,AMSV,CHAMV1/NYC/2014/M026/0243,MK618655,Coding-complete genome,ssRNA(-),invertebrates
VMR1028767,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Weflthvirus,Weflthvirus itaense,ICTV202420358,E,Frankliniella occidentalis associated mononegavirales virus 1,FOAMV1,Tamono2,MN714688,Coding-complete genome,ssRNA(-),invertebrates
VMR1010533,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Lispiviridae,Xenophyvirus,Xenophyvirus mathesonense,ICTV202112220,E,hemipteran arli-related virus OKIAV95,HARV95,,MW288170,Coding-complete genome,ssRNA(-),invertebrates
VMR1010534,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Auricularimonavirus,Auricularimonavirus armillariae,ICTV202214202,E,Armillaria mellea negative strand RNA virus 2,AmNSRV2,ELDO17,BK014417,Complete genome,ssRNA(-),fungi
VMR1010535,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Auricularimonavirus,Auricularimonavirus auriculariae,ICTV202008901,E,Auricularia heimuer negative-stranded RNA virus 1,AhNRSV1,CCMJ1222,MT259204,Complete genome,ssRNA(-),fungi
VMR1010536,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Auricularimonavirus,Auricularimonavirus bondarzewiae,ICTV202112965,E,Bondarzewia berkeleyi negative-strand RNA virus 1,BbNSRV1,FD-104,MT447187,Complete genome,ssRNA(-),fungi
VMR1010537,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Botrytimonavirus,Botrytimonavirus alphabotrytidis,ICTV202112966,E,Botrytis cinerea negative-stranded RNA virus 5,BcNSRV5,BCS15-DN100,MN617152,Coding-complete genome,ssRNA(-),fungi
VMR1012863,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Botrytimonavirus,Botrytimonavirus alphabotrytidis,ICTV202112966,A,Sclerotinia sclerotiorum negative-stranded RNA virus 10,SsNSRV10,2018SS,MT646378,Partial genome (non-compliant),ssRNA(-),fungi
VMR1010538,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Botrytimonavirus,Botrytimonavirus botrytidis,ICTV202008886,E,Botrytis cinerea negative-stranded RNA virus 7,BcNSRV7,BCS13_DN1,MT157413,Coding-complete genome,ssRNA(-),fungi
VMR1012864,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Botrytimonavirus,Botrytimonavirus botrytidis,ICTV202008886,A,Sclerotinia sclerotiorum negative-stranded RNA virus 11,SsNSRV11,2016SS,MT646406,Partial genome (non-compliant),ssRNA(-),fungi
VMR1010539,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Botrytimonavirus,Botrytimonavirus glycinis,ICTV20186247,E,soybean leaf-associated negative-stranded RNA virus 3,SLaNSRV3,1,KT598228,Partial genome (non-compliant),ssRNA(-),phytobiome (S)
VMR1010540,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Botrytimonavirus,Botrytimonavirus sclerotiniae,ICTV20186248,E,Sclerotinia sclerotiorum negative-stranded RNA virus 2A,SsNSRV2A,A2,MF444279,Coding-complete genome,ssRNA(-),fungi
VMR1012865,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Botrytimonavirus,Botrytimonavirus sclerotiniae,ICTV20186248,A,Sclerotinia sclerotiorum negative-stranded RNA virus 2,SsNSRV2,500,KP900931,Coding-complete genome,ssRNA(-),fungi
VMR1012867,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Botrytimonavirus,Botrytimonavirus sclerotiniae,ICTV20186248,A,Sclerotinia sclerotiorum negative-stranded RNA virus 4,SsNSRV4,257,KP900930,Coding-complete genome,ssRNA(-),fungi
VMR1012866,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Botrytimonavirus,Botrytimonavirus sclerotiniae,ICTV20186248,A,Sclerotinia sclerotiorum negative-stranded RNA virus 4A,SsNSRV4A,,MF444282,Partial genome (non-compliant),ssRNA(-),fungi
VMR1010541,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Hubramonavirus,Hubramonavirus fusarii,ICTV202214203,E,Fusarium oxysporum mymonavirus 1,FoMyV1,LJ3-3,OM049502,Complete genome,ssRNA(-),fungi
VMR1010542,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Hubramonavirus,Hubramonavirus golovinomycesae,ICTV202214205,E,Golovinomyces cichoracearum negative-stranded RNA virus 1,GcNSRV1,UMSG3,MCBQ01018032,Complete genome,ssRNA(-),fungi
VMR1010543,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Hubramonavirus,Hubramonavirus hubeiense,ICTV201908670,E,Húběi rhabdo-like virus 4,HbRLV4,arthropodmix13990,KX884403,Partial genome (non-compliant),ssRNA(-),invertebrates (S)
VMR1010544,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Hubramonavirus,Hubramonavirus terrae,ICTV202008884,E,H2BulkLitter1223 virus,H2BLV,H2_Bulk_Litter_12_scaffold_23,MN034260,Coding-complete genome,ssRNA(-),soil (S)
VMR1010545,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Hubramonavirus,Hubramonavirus vitis,ICTV202214204,E,grapevine-associated mononega-like virus 3,GaMLV3,,MW648481,Complete genome,ssRNA(-),phytobiome (S)
VMR1010546,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Lentimonavirus,Lentimonavirus armillariae,ICTV202214206,E,Armillaria mellea negative-stranded RNA virus 1,AmNSRV1,CMW3973,MW423801,Complete genome,ssRNA(-),fungi
VMR1010547,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Lentimonavirus,Lentimonavirus lentinulae,ICTV201908671,E,Lentinula edodes negative-stranded RNA virus 1,LeNSRV1,HG3,LC466007,Complete genome,ssRNA(-),fungi
VMR1010548,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus alphaerysiphe,ICTV202214208,E,Erysiphe necator associated negative-stranded RNA virus 2,EnaNSRV2,PMS5_DN69581,MN617061,Coding-complete genome,ssRNA(-),fungi
VMR1010549,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus alphapenicillii,ICTV202008888,E,Penicillium adametzioides negative-stranded RNA virus 1,PaNsRV1,7Sy1,MK584858,Partial genome (non-compliant),ssRNA(-),fungi
VMR1010550,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus alphaplasmoparae,ICTV202008890,E,Plasmopara viticola lesion associated mononegaambi virus 1,PvaMV1,DMG-A_DN36040,MN556995,Partial genome (non-compliant),ssRNA(-),protists
VMR1010551,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus betaerysiphe,ICTV202214209,E,Erysiphe necator associated negative-stranded RNA virus 5,EnaNSRV5,PMS10_154,MN617042,Coding-complete genome,ssRNA(-),fungi
VMR1010552,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus betapenicillii,ICTV202008889,E,Penicillium glabrum negative-stranded RNA virus 1,PgRlV1,21Sy1,MK584853,Partial genome (non-compliant),ssRNA(-),fungi
VMR1010553,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus betaplasmoparae,ICTV202008891,E,Plasmopara viticola lesion associated mononegaambi virus 4,PvaMV4,DMG-G_DN44042,MN556999,Partial genome (non-compliant),ssRNA(-),protists
VMR1012868,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus betaplasmoparae,ICTV202008891,A,Plasmopara viticola lesion associated mononegaambi virus 2,PvaMV2,DMS5_DN39757,MN556997,Partial genome (non-compliant),ssRNA(-),protists
VMR1027683,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus cercosporae,ICTV202318265,E,Cercospora beticola negative-stranded virus 3,CbNSV3,CFNKY-BZ2-8,MZ599588,Coding-complete genome,ssRNA(-),fungi
VMR1010554,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus deltaplasmoparae,ICTV202008893,E,Plasmopara viticola lesion associated mononegaambi virus 5,PvaMV5,DMG-A_DN32949,MN557000,Partial genome (non-compliant),ssRNA(-),protists
VMR1010555,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus epsilonplasmoparae,ICTV202008894,E,Plasmopara viticola lesion associated mononegaambi virus 6,PvaMV6,DMG-F_DN40135,MN557001,Partial genome (non-compliant),ssRNA(-),protists
VMR1010556,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus etaplasmoparae,ICTV202008896,E,Plasmopara viticola lesion associated mononegaambi virus 9,PvaMV9,DMG-B_Contig8,MN557005,Partial genome (non-compliant),ssRNA(-),protists
VMR1010557,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus gammaerysiphe,ICTV202214210,E,Erysiphe necator associated negative-stranded RNA virus 6,EnaNSRV6,PMS3_236,MN617052,Coding-complete genome,ssRNA(-),fungi
VMR1010558,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus gammaplasmopara,ICTV202008892,E,Plasmopara viticola lesion associated mononegaambi virus 3,PvaMV3,DMG-C_DN30838,MN556998,Partial genome (non-compliant),ssRNA(-),protists
VMR1010559,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus kilnbarnense,ICTV202008897,E,Kiln Barn virus,KBV,UK1,MF893248,Partial genome (non-compliant),ssRNA(-),invertebrates
VMR1010560,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus magnaporthe,ICTV202214207,E,Magnaporthe oryzae mononegaambi virus 1,MoMV1,937_NGS_MO,MW752165,Coding-complete genome,ssRNA(-),fungi
VMR1010561,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Penicillimonavirus,Penicillimonavirus zetaplasmoparae,ICTV202008895,E,Plasmopara viticola lesion associated mononegaambi virus 7,PvaMV7,DMG-B_DN53555,MN557003,Partial genome (non-compliant),ssRNA(-),protists
VMR1027689,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Phyllomonavirus,Phyllomonavirus culicis,ICTV202318266,E,XiangYun mono-chu-like virus,,XY28730,OL700132,Coding-complete genome,ssRNA(-),invertebrates
VMR1010562,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Phyllomonavirus,Phyllomonavirus gysingense,ICTV202008903,E,Gysinge virus,GYSV,OTU22,MK440629,Partial genome (non-compliant),ssRNA(-),invertebrates
VMR1010563,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Phyllomonavirus,Phyllomonavirus phyllospherae,ICTV20186245,E,soybean leaf-associated negative-stranded RNA virus 4,SLaNSRV4,1,KT598229,Partial genome (non-compliant),ssRNA(-),phytobiome (S)
VMR1027721,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Plasmopamonavirus,Plasmopamonavirus alphatrichodermae,ICTV202318267,E,Trichoderma harzianum mononegavirus 1,ThMV1,19-19,OQ463847,Complete genome,ssRNA(-),fungi
VMR1027722,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Plasmopamonavirus,Plasmopamonavirus betatrichodermae,ICTV202318268,E,Trichoderma harzianum mononegavirus 2,ThMV2,9-28,OQ463848,Complete genome,ssRNA(-),fungi
VMR1010564,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Plasmopamonavirus,Plasmopamonavirus erysiphe,ICTV202214211,E,Erysiphe necator associated negative-stranded RNA virus 23,EnaNSRV23,PMS3_29,MN617053,Coding-complete genome,ssRNA(-),fungi
VMR1010565,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Plasmopamonavirus,Plasmopamonavirus plasmoparae,ICTV202008899,E,Plasmopara viticola lesion associated mononegaambi virus 8,PvaMV8,DMS1_DN25671,MN557004,Partial genome (non-compliant),ssRNA(-),protists
VMR1010566,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Rhizomonavirus,Rhizomonavirus mali,ICTV202008905,E,apple virus B,APPVB,WA1,MN386971,Coding-complete genome,ssRNA(-),phytobiome (S)
VMR1027729,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus alphaalternariae,ICTV202318273,E,Alternaria dianthicola negative-stranded RNA virus 1,AdNSRV1,HNSZ-1,ON843764,Coding-complete genome,ssRNA(-),fungi
VMR1010567,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus alphabotrytidis,ICTV202112962,E,Botrytis cinerea negative-stranded RNA virus 3,BcNSRV3,BSC11_19,MN617150,Complete genome,ssRNA(-),fungi
VMR1012869,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus alphabotrytidis,ICTV202112962,A,Sclerotinia sclerotiorum negative-stranded RNA virus 9,SsNSRV9,2017SS,MT646386,Partial genome (non-compliant),ssRNA(-),fungi
VMR1010568,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus alphaclarireediae,ICTV202008882,E,Sclerotinia homoeocarpa TSA contig 1 virus,ShTSA1V,,JU091017,Partial genome (non-compliant),ssRNA(-),fungi
VMR1012870,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus alphaclarireediae,ICTV202008882,A,Sclerotinia homoeocarpa TSA contig 2 virus,ShTSA2V,,JW826636,Partial genome (non-compliant),ssRNA(-),fungi
VMR1010569,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus alphaplasmoparae,ICTV202008879,E,Plasmopara viticola lesion associated mymonavirus 1,PvaMV1,DMG-A_DN3868696,MN557002,Partial genome (non-compliant),ssRNA(-),protists
VMR1027730,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus alpharhipicephali,ICTV202318271,E,Zhangzhou Mymon tick virus 3,,TIGMIC 1,ON746412,Complete genome,ssRNA(-),fungi
VMR1010570,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus alternariae,ICTV202008876,E,Alternaria tenuissima negative-stranded RNA virus 1,AtNsRV1,CREA-VE-5AS3,MK584852,Partial genome (non-compliant),ssRNA(-),fungi
VMR1010571,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus asiafusarii,ICTV202214212,E,Fusarium asiaticum negative-stranded RNA virus 1,FaNSRV1,SZ-160,MZ969066,Complete genome,ssRNA(-),fungi
VMR1027731,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus betaalternariae,ICTV202318274,E,Alternaria tenuissima negative-stranded RNA virus 2 HB-15,AtNSRV2,,OP566533,Complete genome,ssRNA(-),fungi
VMR1010572,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus betabotrytidis,ICTV202112963,E,Botrytis cinerea negative-stranded RNA virus 4,BcNSRV4,BCS12_DN161,MN617151,Complete genome,ssRNA(-),fungi
VMR1010573,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus betaclarireediae,ICTV202008883,E,Sclerotinia homoeocarpa TSA contig 3 virus,ShTSA3V,,JW828891,Partial genome (non-compliant),ssRNA(-),fungi
VMR1010574,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus betaplasmoparae,ICTV202008880,E,Plasmopara viticola lesion associated mononega virus 2,PvaMV2,DMG-A_DN34502,MN557006,Partial genome (non-compliant),ssRNA(-),protists
VMR1027732,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus betarhipicephali,ICTV202318272,E,Sanya Mymon tick virus 1,,TIGMIC 2,ON746413,Complete genome,ssRNA(-),fungi
VMR1010575,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus botrytidis,ICTV202008881,E,Botrytis cinerea mymonavirus 1,BcMyV1,Ecan17-2,MH648611,Complete genome,ssRNA(-),fungi
VMR1012871,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus botrytidis,ICTV202008881,A,Sclerotinia sclerotiorum negative-stranded RNA virus 7,SsNSRV7,,MF444285,Coding-complete genome,ssRNA(-),fungi
VMR1027733,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus ceratocystis,ICTV202318270,E,Sclerotimonavirus cacaofunestae,SVc,Cc_Contig2,BK062943,Coding-complete genome,ssRNA(-),fungi
VMR1010576,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus cryphonectriae,ICTV202112964,E,Cryphonectria parasitica sclerotimonavirus 1,CpSV1,ACP 28,MT354565,Complete genome,ssRNA(-),fungi
VMR1010577,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus fusarii,ICTV20186243,E,soybean leaf-associated negative-stranded RNA virus 1,SLaNSRV1,0,KT598225,Partial genome (non-compliant),ssRNA(-),phytobiome (S)
VMR1012872,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus fusarii,ICTV20186243,A,Fusarium graminearum negative-stranded RNA virus 1,FgNSRV1,HN1,MF276904,Complete genome,ssRNA(-),phytobiome (S)
VMR1010578,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus illinoisense,ICTV20186244,E,soybean leaf-associated negative-stranded RNA virus 2,SLaNSRV2,0,KT598227,Partial genome (non-compliant),ssRNA(-),phytobiome (S)
VMR1010579,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus penicillii,ICTV202008878,E,Penicillium cairnsense negative-stranded RNA virus 1,PcNsRV1,CREA-VE-27SY1,MK584851,Partial genome (non-compliant),ssRNA(-),fungi
VMR1027734,Riboviria,Negarnaviricota,Monjiviricetes,Mononegavirales,Mymonaviridae,Sclerotimonavirus,Sclerotimonavirus prolifusarii,ICTV202318269,E,Fusarium proliferatum mymonavirus 1,,F.1129,OK524200,Complete genome,ssRNA(-),fungi
