Isolate ID,Realm,Phylum,Class,Order,Family,Genus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source
VMR1000097,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus aotinebeta1,ICTV20125918,E,aotine betaherpesvirus 1; owl monkey cytomegalovirus,AoBHV1; OMCMV,S34E,FJ483970,Complete genome,dsDNA,vertebrates
VMR1000098,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus cebinebeta1,ICTV20125920,E,cebine betaherpesvirus 1; capuchin monkey cytomegalovirus,CbBHV1; CMCMV,5567,JQ264772,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000099,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus cercopithecinebeta5,ICTV19990996,E,cercopithecine betaherpesvirus 5; simian cytomegalovirus,CeBHV5; SCMV,2715,FJ483968,Complete genome,dsDNA,vertebrates
VMR1000100,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus humanbeta5,ICTV19790333,E,human betaherpesvirus 5; human cytomegalovirus,HuBHV5; HCMV,Merlin,AY446894,Complete genome,dsDNA,vertebrates
VMR1000101,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus macacinebeta3,ICTV19990997,E,macacine betaherpesvirus 3; rhesus cytomegalovirus,McBHV3; RhCMV,68-1,AY186194,Complete genome,dsDNA,vertebrates
VMR1000102,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus macacinebeta8,ICTV201856399,E,macacine betaherpesvirus 8; cynomolgus macaque cytomegalovirus,McBHV8,Ottawa,JN227533,Complete genome,dsDNA,vertebrates
VMR1000103,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus mandrillinebeta1,ICTV201856400,E,mandrilline betaherpesvirus 1; drill monkey cytomegalovirus,MdBHV1,OCOM6-2,KR297253,Complete genome,dsDNA,vertebrates
VMR1000104,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus paninebeta2,ICTV20041279,E,panine betaherpesvirus 2; chimpanzee cytomegalovirus,PnBHV2; CCMV,Heberling,AF480884,Complete genome,dsDNA,vertebrates
VMR1000105,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus papiinebeta3,ICTV20125917,E,papiine betaherpesvirus 3; olive baboon cytomegalovirus,PaBHV3; BCMV,OCOM4-37,AC090446,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000106,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus papiinebeta4,ICTV201856401,E,papiine betaherpesvirus 4; chacma baboon cytomegalovirus,PaBHV4,OCOM4-52,KR351281,Complete genome,dsDNA,vertebrates
VMR1000107,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus saimiriinebeta4,ICTV20125919,E,saimiriine betaherpesvirus 4; squirrel monkey cytomegalovirus,SaBHV4; SMCMV,SqSHV,FJ483967,Complete genome,dsDNA,vertebrates
VMR1000108,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Muromegalovirus,Muromegalovirus muridbeta1,ICTV19790334,E,murid betaherpesvirus 1; murine cytomegalovirus,MuBHV1; MCMV,Smith,GU305914,Complete genome,dsDNA,vertebrates
VMR1000109,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Muromegalovirus,Muromegalovirus muridbeta2,ICTV19991000,E,murid betaherpesvirus 2; rat cytomegalovirus strain Maastricht,MuBHV2; RCMV,Maastricht,AF232689,Complete genome,dsDNA,vertebrates
VMR1000110,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Muromegalovirus,Muromegalovirus muridbeta8,ICTV20115686,E,murid betaherpesvirus 8; rat cytomegalovirus strain England,MuBHV8; RCMVE,England,JX867617,Complete genome,dsDNA,vertebrates
VMR1000111,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Proboscivirus,Proboscivirus elephantidbeta1,ICTV20083079,E,elephantid betaherpesvirus 1; elephantid endotheliotropic herpesvirus 1,ElBHV1; EEHV1,Raman,KC462165,Complete genome,dsDNA,vertebrates
VMR1000112,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Proboscivirus,Proboscivirus elephantidbeta3,ICTV202214018,E,elephantid betaherpesvirus 3; elephant endotheliotropic herpesvirus 3A,ElBHV3; EEHV3A,Nyah NAP97,MN373268,Complete genome,dsDNA,vertebrates
VMR1000113,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Proboscivirus,Proboscivirus elephantidbeta4,ICTV201856404,E,elephantid betaherpesvirus 4; elephantid endotheliotropic herpesvirus 4,ElBHV4; EEHV4,NAP69,KT832477,Complete genome,dsDNA,vertebrates
VMR1000114,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Proboscivirus,Proboscivirus elephantidbeta5,ICTV201856405,E,elephantid betaherpesvirus 5; elephantid endotheliotropic herpesvirus 5,ElBHV5; EEHV5,Vijay,KF921519,Complete genome,dsDNA,vertebrates
VMR1000115,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Quwivirus,Quwivirus caviidbeta2,ICTV20073845,E,caviid betaherpesvirus 2; guinea pig cytomegalovirus,CdBHV2; GPCMV,21222,KC503762,Complete genome,dsDNA,vertebrates
VMR1000116,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Quwivirus,Quwivirus miniopteridbeta1,ICTV202009145,E,miniopterid betaherpesvirus 1; Miniopterus schreibersii herpesvirus,MnBHV1; MsHV,B7D8,JQ805139,Complete genome,dsDNA,vertebrates
VMR1000117,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Quwivirus,Quwivirus tupaiidbeta1,ICTV20041284,E,tupaiid betaherpesvirus 1; tupaia herpesvirus,TuBHV1; THV,2,AF281817,Complete genome,dsDNA,vertebrates
VMR1000120,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta7,ICTV19991002,E,human betaherpesvirus 7; human herpesvirus 7,HuBHV7; HHV7,RK,AF037218,Complete genome,dsDNA,vertebrates
VMR1000118,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,ICTV20115682,E,human betaherpesvirus 6A; human herpesvirus 6A,HuBHV6A; HHV6A,U1102,X83413,Complete genome,dsDNA,vertebrates
VMR1000119,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6b,ICTV20115683,E,human betaherpesvirus 6B; human herpesvirus 6B,HuBHV6B; HHV6B,Z29,AF157706,Complete genome,dsDNA,vertebrates
VMR1000121,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus macacinebeta9,ICTV201856402,E,macacine betaherpesvirus 9; Macaca nemestrina herpesvirus 7,McBHV9; MneHV7,,KU351741,Complete genome,dsDNA,vertebrates
VMR1000122,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus muridbeta3,ICTV201856403,E,murid betaherpesvirus 3; mouse thymic virus,MuBHV3; MTV,YOK1,KY355735,Complete genome,dsDNA,vertebrates
VMR1000123,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus suidbeta2,ICTV20083083,E,suid betaherpesvirus 2; porcine cytomegalovirus,SuBHV2; PCMV,BJ09,KF017583,Complete genome,dsDNA,vertebrates
VMR1000124,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Bossavirus,Bossavirus delphinidgamma1,ICTV202009147,E,delphinid gammaherpesvirus 1; common bottlenose dolphin gammaherpesvirus 1,DeGHV1,Sarasota,KY965444,Complete genome,dsDNA,vertebrates
VMR1000125,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Lymphocryptovirus,Lymphocryptovirus callitrichinegamma3,ICTV20041285,E,callitrichine gammaherpesvirus 3; marmoset lymphosarcoma virus,ClGHV3,CJ0149,AF319782,Complete genome,dsDNA,vertebrates
VMR1000126,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Lymphocryptovirus,Lymphocryptovirus gorillinegamma1,ICTV19951068,E,gorilline gammaherpesvirus 1; herpesvirus gorilla,GoGHV1,Machi,AJ581752,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000127,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Lymphocryptovirus,Lymphocryptovirus humangamma4,ICTV19710173,E,human gammaherpesvirus 4; Epstein-Barr virus,HuGHV4; EBV,B95-8,AJ507799,Complete genome,dsDNA,vertebrates
VMR1000130,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Lymphocryptovirus,Lymphocryptovirus macacinegamma4,ICTV19951064,E,macacine gammaherpesvirus 4; rhesus lymphocryptovirus,McGHV4; RLV,LCL8664,AY037858,Complete genome,dsDNA,vertebrates
VMR1000128,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Lymphocryptovirus,Lymphocryptovirus macacinegamma10,ICTV201856406,E,macacine gammaherpesvirus 10; cynomolgus macaque lymphocryptovirus,McGHV10,pfe-lcl-E3,KP676001,Complete genome,dsDNA,vertebrates
VMR1000129,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Lymphocryptovirus,Lymphocryptovirus macacinegamma13,ICTV202214019,E,macacine gammaherpesvirus 13; Macaca arctoides gammaherpesvirus 1,McGHV13; MarcGHV1,HVMA,MG471437,Complete genome,dsDNA,vertebrates
VMR1000131,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Lymphocryptovirus,Lymphocryptovirus paninegamma1,ICTV19840527,E,panine gammaherpesvirus 1; herpesvirus pan,PnGHV1,Austin,AJ581751,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000132,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Lymphocryptovirus,Lymphocryptovirus papiinegamma1,ICTV19840525,E,papiine gammaherpesvirus 1; herpesvirus papio,PaGHV1,594S,AJ581750,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000133,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Lymphocryptovirus,Lymphocryptovirus ponginegamma2,ICTV19951067,E,pongine gammaherpesvirus 2; herpesvirus pongo,PoGHV2,CP-81,AJ581753,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000134,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus alcelaphinegamma1,ICTV19951070,E,alcelaphine gammaherpesvirus 1; wildebeest-associated malignant catarrhal fever virus,AlGHV1; MCFV,C500,AF005370,Coding-complete genome,dsDNA,vertebrates
VMR1000135,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus alcelaphinegamma2,ICTV19951071,E,alcelaphine gammaherpesvirus 2; hartebeest-associated malignant catarrhal fever virus,AlGHV2,topi-AlHV-2,KF274499,Complete genome,dsDNA,vertebrates
VMR1000136,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus bovinegamma6,ICTV20083095,E,bovine gammaherpesvirus 6; bovine lymphotropic herpesvirus,BoGHV6; BLV,Pennsylvania 47,KJ705001,Complete genome,dsDNA,vertebrates
VMR1000137,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus caprinegamma2,ICTV20083096,E,caprine gammaherpesvirus 2; caprine herpesvirus 2,CpGHV2; CpHV2,,AF283477,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000138,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus hippotraginegamma1,ICTV19991018,E,hippotragine gammaherpesvirus 1; roan antelope herpesvirus,HiGHV1,,DQ083950,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000139,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus ovinegamma2,ICTV19951079,E,ovine gammaherpesvirus 2; sheep-associated malignant catarrhal fever virus,OvGHV2,BJ1035,AY839756,Complete genome,dsDNA,vertebrates
VMR1000140,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus suidgamma3,ICTV20083099,E,suid gammaherpesvirus 3; porcine lymphotropic herpesvirus 1,SuGHV3; PLVH1,56,AF478169,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000141,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus suidgamma4,ICTV20083100,E,suid gammaherpesvirus 4; porcine lymphotropic herpesvirus 2,SuGHV4; PLHV2,568,AY170317,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000142,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus suidgamma5,ICTV20083101,E,suid gammaherpesvirus 5; porcine lymphotropic herpesvirus 3,SuGHV5; PLHV3,489,AY170316,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000143,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Manticavirus,Manticavirus phascolarctidgamma1,ICTV202009151,E,phascolarctid gammaherpesvirus 1,PcGHV1,36M/11,MG452722,Complete genome,dsDNA,vertebrates
VMR1000144,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Manticavirus,Manticavirus vombatidgamma1,ICTV202009152,E,vombatid gammaherpesvirus 1,VoGHV1,V3187/11,MG452721,Complete genome,dsDNA,vertebrates
VMR1000145,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Patagivirus,Patagivirus vespertilionidgamma3,ICTV202009149,E,vespertilionid gammaherpesvirus 3; Eptesicus fuscus gammaherpesvirus,VeGHV3; EfHV,,MF385016,Complete genome,dsDNA,vertebrates
VMR1000146,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma2,ICTV19951056,E,equid gammaherpesvirus 2; equine herpesvirus 2,EqGHV2; EHV2,86/67,U20824,Complete genome,dsDNA,vertebrates
VMR1000147,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma5,ICTV19951057,E,equid gammaherpesvirus 5; equine herpesvirus 5,EqGHV5; EHV5,2-141/67,KM924295,Complete genome,dsDNA,vertebrates
VMR1000148,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus felidgamma1,ICTV201856410,E,felid gammaherpesvirus 1; Felis catus gammaherpesvirus 1,FeGHV1; FcaGHV1,31286,KT595939,Complete genome,dsDNA,vertebrates
VMR1000149,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus mustelidgamma1,ICTV20041304,E,mustelid gammaherpesvirus 1; badger herpesvirus,MusGHV1; BadHV,,AF376034,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000150,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus phocidgamma3,ICTV201856411,E,phocid gammaherpesvirus 3; harp seal herpesvirus,PhGHV3; HaSHV,FMV04-1493874,KP136799,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000151,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus rhinolophidgamma1,ICTV202214020,E,rhinolophid gammaherpesvirus 1; Rhinolophus gammaherpesvirus 1,RnGHV1; RGHV1,BV1,LC333428,Complete genome,dsDNA,vertebrates
VMR1000152,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus vespertilionidgamma1,ICTV201856412,E,vespertilionid gammaherpesvirus 1; bat gammaherpesvirus 8,VeGHV1,My-HV8/Myotis velifer incautus/USA/FCGHV/2011,KU220026,Coding-complete genome,dsDNA,vertebrates
VMR1000153,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus atelinegamma2,ICTV19840528,E,ateline gammaherpesvirus 2; herpesvirus ateles strain 810,AtGHV2,810,M22036,Partial genome (non-compliant),dsDNA,vertebrates
VMR1000154,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus atelinegamma3,ICTV20083106,E,ateline gammaherpesvirus 3; herpesvirus ateles,AtGHV3; HVA,73,AF083424,Coding-complete genome,dsDNA,vertebrates
VMR1000155,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus bovinegamma4,ICTV19951072,E,bovine gammaherpesvirus 4; bovine herpesvirus 4,BoGHV4; BHV4,66-p-347,AF318573,Coding-complete genome,dsDNA,vertebrates
VMR1000156,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus colobinegamma1,ICTV202214021,E,colobine gammaherpesvirus 1,CnGHV1,Hannover,MH932584,Complete genome,dsDNA,vertebrates
VMR1000157,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus cricetidgamma2,ICTV20115685,E,cricetid gammaherpesvirus 2; rodent herpesvirus Peru,CrGHV2; RHVP,Peru,HQ221963,Coding-complete genome,dsDNA,vertebrates
VMR1000158,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus humangamma8,ICTV19991019,E,human gammaherpesvirus 8; Kaposi's sarcoma-associated herpesvirus,HuGHV8; KSHV,GK18,AF148805,Complete genome,dsDNA,vertebrates
VMR1000161,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus macacinegamma5,ICTV19991014,E,macacine gammaherpesvirus 5; rhesus rhadinovirus,McGHV5; RRV,17577,AF083501,Complete genome,dsDNA,vertebrates
VMR1000162,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus macacinegamma8,ICTV201856407,E,macacine gammaherpesvirus 8; retroperitoneal fibromatosis-associated herpesvirus Macaca nemestrina,McGHV8; RFHV,RFHVMnM78114,KF703446,Coding-complete genome,dsDNA,vertebrates
VMR1000159,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus macacinegamma11,ICTV201856408,E,macacine gammaherpesvirus 11; Japanese macaque rhadinovirus,McGHV11; JMRV,17792,AY528864,Complete genome,dsDNA,vertebrates
VMR1000160,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus macacinegamma12,ICTV201856409,E,macacine gammaherpesvirus 12; pig-tailed macaque rhadinovirus 2,McGHV12; MneRV2,J97167,KP265674,Coding-complete genome,dsDNA,vertebrates
VMR1000163,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus muridgamma4,ICTV19951078,E,murid gammaherpesvirus 4; murine gammaherpesvirus 68,MuGHV4; MHV68,g2.4 (WUMS),U97553,Complete genome,dsDNA,vertebrates
VMR1000164,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus muridgamma7,ICTV20115681,E,murid gammaherpesvirus 7; wood mouse herpesvirus,MuGHV7; WMHV,WM8,GQ169129,Complete genome,dsDNA,vertebrates
VMR1000165,Duplodnaviria,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus saimiriinegamma2,ICTV19991022,E,saimiriine gammaherpesvirus 2; herpesvirus saimiri,SaGHV2; HVS,A11,X64346,Coding-complete genome,dsDNA,vertebrates
VMR1028283,Duplodnaviria,Uroviricota,Caudoviricetes,Adrikavirales,Satyavativiridae,Vyasavirus,Vyasavirus brisbanense,ICTV202419965,E,Poseidoniales virus P01,P01,,PP497040,Complete genome,dsDNA,archaea
VMR1028070,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ceskevirus,Ceskevirus SB4,ICTV202421147,E,Xanthomonas phage SB4,,,PP079415,Complete genome,dsDNA,bacteria
VMR1029331,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Maltophvirus,Maltophvirus BUCT609,ICTV202421146,E,Stenotrophomonas phage BUCT609,,,MW960043,Complete genome,dsDNA,bacteria
VMR1028649,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pazvirus,Pazvirus 31,ICTV202421145,E,Xanthomonas phage Xaa_vB_phi31,,,MT951568,Complete genome,dsDNA,bacteria
VMR1028201,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pazvirus,Pazvirus paz,ICTV202421144,E,Xylella phage Paz,,,KF626666,Complete genome,dsDNA,bacteria
VMR1029079,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ponderosavirus,Ponderosavirus pepon,ICTV202421143,E,Stenotrophomonas phage Pepon,,,MZ326858,Complete genome,dsDNA,bacteria
VMR1028592,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ponderosavirus,Ponderosavirus ponderosa,ICTV202421142,E,Stenotrophomonas phage Ponderosa,,,MK903280,Complete genome,dsDNA,bacteria
VMR1028499,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ponderosavirus,Ponderosavirus ptah,ICTV202421139,E,Stenotrophomonas phage Ptah,,,MZ326854,Complete genome,dsDNA,bacteria
VMR1028111,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ponderosavirus,Ponderosavirus SB2,ICTV202421141,E,Stenotrophomonas phage SB2,,,PP079416,Complete genome,dsDNA,bacteria
VMR1029175,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ponderosavirus,Ponderosavirus TS10,ICTV202421140,E,Stenotrophomonas phage TS-10,,,OK018136,Complete genome,dsDNA,bacteria
VMR1029058,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus F5,ICTV202421080,E,Xanthomonas phage F5,,,OP583591,Complete genome,dsDNA,bacteria
VMR1001428,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus f20,ICTV20164905,E,Xanthomonas phage f20-Xaj,,,KU595432,Complete genome,dsDNA,bacteria
VMR1001429,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus f30,ICTV20164906,E,Xanthomonas phage f30-Xaj,,,KU595433,Complete genome,dsDNA,bacteria
VMR1028462,Duplodnaviria,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus IVIADoCa2,ICTV202421076,E,Xanthomonas phage vB_Xar_IVIA-DoCa2,,,ON911539,Complete genome,dsDNA,bacteria
